 time, distance, cadence, velocity_smooth, altitude, grade_smooth
16494, 194079.1,     103,           18.06,    122.2,         -3.1
16495, 194097.3,      98,           18.34,    121.8,           -2
16496,   194115,      57,           18.42,    121.8,         -1.3
16497, 194133.8,      41,           17.88,    121.6,         -1.4
16498, 194153.8,      31,            18.2,    121.2,           -2
16499, 194169.6,      58,            18.1,    120.8,         -2.3
16500, 194185.2,      96,           17.58,    120.4,         -2.4
16501, 194204.3,      96,           17.86,      120,         -2.3
16502, 194221.2,      95,           17.48,    119.6,         -2.6
16503, 194237.7,      94,           16.78,    119.2,         -2.8
16504, 194254.1,      93,            16.9,    118.6,         -2.9
16505, 194269.3,      95,           16.82,    118.2,         -2.2
16506, 194283.2,      99,           15.78,    117.8,         -1.6
16507, 194300.3,      99,           15.82,    117.8,         -1.3
16508, 194317.2,      99,            15.9,    117.6,         -1.2
16509, 194332.1,      99,            15.6,    117.4,         -1.5
16510, 194350.3,      99,            16.2,      117,         -0.9
16511, 194366.2,      98,            16.6,    116.8,         -1.2
16512, 194381.9,      99,           16.32,      117,           -1
16513, 194397.7,      99,            16.1,    116.6,         -1.3
16514, 194413.3,      98,           16.24,    116.4,         -1.6
16515, 194429.2,      98,           15.78,      116,         -1.3
16516, 194443.7,      98,            15.5,      116,         -1.3
16517, 194458.3,      99,           15.28,    115.8,           -1
16518, 194476.1,      99,           15.68,    115.6,         -1.3
16519, 194491.7,      99,           15.68,    115.4,         -0.9
16520, 194507.3,      97,           15.62,    115.2,         -1.3
16521, 194522.8,      96,           15.82,    115.2,           -1
16522, 194538.6,      95,           16.06,    114.8,           -1
16523, 194553.7,      94,           15.52,    114.8,           -1
16524, 194568.7,      94,            15.4,    114.6,         -0.7
16525, 194584.1,      94,           15.36,    114.6,           -1
16526, 194599.1,      94,           15.26,    114.4,         -0.3
16527,   194614,      95,           15.08,    114.2,         -0.3
16528, 194629.1,      86,           15.08,    114.4,         -0.3
16529, 194644.3,      48,           15.12,    114.4,         -0.7
16530, 194659.5,      71,           15.08,    114.2,         -1.6
16531, 194674.6,      97,            15.1,    113.8,           -2
16532,   194690,     102,            15.2,    113.4,           -2
16533, 194705.3,     101,           15.24,    113.2,         -1.6
16534, 194720.6,     101,           15.26,      113,         -0.7
16535, 194735.8,     100,           15.26,    112.8,          0.3
16536, 194751.1,     101,            15.3,      113,          1.3
16537, 194766.2,     102,           15.24,    113.4,            2
16538, 194781.6,     102,           15.26,    113.8,          1.6
16539, 194796.9,     102,           15.26,      114,            1
16540, 194811.9,     104,           15.22,      114,            0
16541, 194827.4,      97,           15.26,      114,         -0.6
16542,   194843,      98,           15.36,    113.8,         -1.3
16543, 194858.8,      98,           15.44,    113.6,         -2.2
16544, 194875.1,      99,           15.64,    113.2,         -2.6
16545, 194889.9,     100,            15.6,    112.6,         -3.3
16546,   194904,     102,           15.32,    112.2,         -3.2
16547, 194920.1,     102,           15.42,    111.6,         -3.1
16548, 194936.9,     103,           15.62,    111.2,         -3.3
16549, 194953.4,     103,           15.66,    110.6,         -3.3
16550, 194970.1,     104,           16.04,      110,         -3.4
16551, 194986.3,     105,           16.46,    109.4,         -3.3
16552, 195002.5,     101,           16.48,      109,           -3
16553, 195019.2,      63,           16.46,    108.4,         -2.1
16554, 195035.9,      49,            16.5,      108,         -1.8
16555, 195052.6,     105,            16.5,      108,         -1.2
16556, 195069.2,     104,           16.58,    107.8,          0.3
16557, 195085.6,     102,           16.62,    107.6,          0.9
16558, 195102.2,     100,            16.6,    108.2,          1.5
16559, 195118.7,      97,           16.56,    108.6,          2.8
16560, 195134.9,     102,           16.46,    108.8,          2.8
16561, 195150.6,     100,           16.28,    109.4,          2.5
16562,   195166,      99,           16.08,      110,          2.6
16563, 195181.5,      99,           15.86,    110.2,          1.3
16564, 195197.1,      99,           15.68,    110.4,            0
16565, 195212.5,     100,           15.52,    110.2,         -0.7
16566, 195227.5,     101,           15.38,      110,           -2
16567, 195242.5,     103,            15.3,    109.8,         -2.2
16568, 195258.5,     103,            15.4,    109.2,         -2.5
16569, 195275.4,     100,           15.66,    108.8,         -2.8
16570, 195291.2,      96,           15.74,    108.4,         -2.5
16571, 195307.3,      97,           15.96,      108,         -2.2
16572, 195323.3,      99,           16.16,    107.6,         -2.6
16573, 195338.8,     100,           16.06,    107.4,         -2.8
16574, 195353.5,     100,           15.62,    106.8,         -1.8
16575, 195371.8,     101,           16.12,    106.2,         -2.1
16576, 195389.4,     101,           16.42,    106.4,         -1.4
16577, 195405.7,     101,           16.48,      106,         -1.4
16578, 195423.2,     100,           16.88,    105.8,         -2.3
16579, 195441.7,     101,           17.64,    105.2,         -2.3
16580, 195458.1,     101,           17.26,    104.8,         -2.7
16581, 195474.3,     101,           16.98,    104.4,         -2.8
16582, 195490.1,     102,           16.88,      104,         -2.2
16583, 195506.4,     103,           16.64,    103.4,         -1.5
16584, 195522.8,     103,           16.22,    103.4,         -1.2
16585, 195539.2,     103,           16.22,    103.4,          0.3
16586, 195555.4,      96,           16.22,    103.2,          0.3
16587, 195571.7,     102,           16.32,    103.6,         -0.3
16588, 195588.2,     102,           16.36,    103.6,         -0.6
16589, 195603.8,     102,            16.2,    103.2,         -2.2
16590, 195619.3,     102,           16.02,    102.8,         -2.5
16591, 195636.7,     102,           16.26,    102.2,         -2.1
16592, 195652.1,      85,           16.08,      102,         -1.7
16593, 195671.4,      53,           16.64,    101.8,         -1.2
16594,   195688,      53,           16.84,    101.6,         -1.5
16595,   195704,      40,           16.94,    101.4,         -1.5
16596, 195720.1,      75,           16.68,      101,         -1.5
16597, 195736.4,     101,           16.86,    100.8,         -1.5
16598, 195752.8,     101,           16.28,    100.6,         -1.5
16599, 195769.4,     102,           16.28,    100.4,         -0.6
16600, 195785.1,     103,           16.22,      100,         -0.6
16601, 195800.9,      90,           16.16,    100.4,         -0.6
16602, 195818.8,      63,           16.48,    100.2,            0
16603,   195834,      32,           16.24,      100,         -0.9
16604, 195852.2,      64,           16.56,      100,         -1.5
16605, 195868.4,      65,           16.66,     99.8,         -0.6
16606, 195884.6,     103,           16.74,     99.2,         -0.6
16607, 195901.1,     105,           16.46,     99.6,         -0.3
16608, 195917.6,     105,           16.72,     99.6,          0.6
16609, 195934.4,      63,           16.44,     99.6,            0
16610, 195950.5,      43,           16.42,     99.6,            0
16611,   195965,      21,           16.08,     99.6,         -0.3
16612, 195981.8,       0,           16.14,     99.6,         -0.6
16613, 195998.3,     104,           16.14,     99.4,         -0.9
16614, 196016.2,     105,           16.36,     99.2,         -1.1
16615, 196035.2,      86,           16.94,       99,         -1.4
16616, 196052.5,      43,            17.5,     98.8,         -1.4
16617, 196070.1,     107,           17.66,     98.4,         -1.5
16618, 196086.6,     107,           17.66,     98.2,         -1.1
16619, 196103.2,     106,            17.4,       98,         -0.3
16620, 196122.8,     105,           17.52,       98,          0.9
16621, 196139.1,     105,           17.32,     98.2,          1.2
16622, 196154.4,     104,           16.86,     98.8,          0.9
16623, 196169.2,     104,           16.52,     98.8,          0.6
16624, 196187.3,     105,           16.82,     98.6,         -0.3
16625, 196206.5,     105,           16.74,     98.6,         -0.3
16626, 196223.4,     102,           16.86,     98.6,            0
16627, 196238.7,      71,           16.86,     98.6,            0
16628, 196253.5,      99,           16.86,     98.6,         -0.3
16629, 196270.1,      98,           16.56,     98.6,         -0.7
16630, 196283.6,      97,           15.42,     98.4,         -0.7
16631, 196298.9,      96,            15.1,     98.2,            0
16632,   196314,      74,           15.06,     98.2,          0.7
16633, 196329.1,      38,           15.12,     98.6,          0.7
16634, 196344.4,      92,           14.86,     98.8,            0
16635, 196359.8,      92,           15.24,     98.6,         -0.3
16636, 196375.5,      96,           15.32,     98.2,         -1.3
16637, 196391.2,      96,           15.44,     98.4,         -1.6
16638, 196406.5,      99,           15.48,       98,         -1.6
16639, 196422.2,     101,           15.56,     97.6,         -2.7
16640, 196439.7,     104,           15.98,     97.2,         -2.6
16641, 196458.7,     107,           16.64,     96.6,         -2.6
16642, 196475.2,     108,            16.8,     96.2,         -2.6
16643, 196490.4,     109,           16.78,     95.8,         -2.7
16644, 196507.7,     110,            17.1,     95.4,         -2.7
16645, 196525.3,     110,           17.12,     94.8,           -2
16646,   196543,     109,           16.86,     94.4,         -2.5
16647, 196560.9,     109,           17.14,     94.4,         -2.5
16648, 196578.9,     105,            17.7,     93.6,         -2.5
16649, 196596.9,     101,           17.84,       93,         -2.8
16650,   196615,     102,           17.94,     92.6,         -2.8
16651,   196633,     107,              18,     92.4,         -2.7
16652, 196651.3,     104,           18.08,     91.6,         -2.9
